MID,message,category
4686,"		i would like to cancel my medicine reminder for everyday at 02:10 pm { reminder_list: 637855, user_id: 1961865, task_name: medicine, offset: 0, api_name: exotel }",reminders
4687,nd 8.30 too,reminders
4688,yes i would like to from malabar chopsticks,nearby
4689,all new movies,movies
4690,near connaught place...,travel
4691,can you change the destination,travel
4692,can you tell me if there is a show at 2:30 in kavali?,movies
4693,i have used fly1000 already once can i use it again,travel
4694,"government polytechnic gandhinagar		nearest mall????",nearby
4695,need to purchase house,nearby
4696,from chennai to pune,travel
4697,how is the movie hebbuli,movies
4698,i will get discount right?,food
4699,amit kumar,food
4700,commando movie,movies
4701,i want to see the movies which has released today,movies
4702,ap express,travel
4703,i want to go manali,travel
4704,please show me one way flights from bangalore to new delhi,travel
4705,how many i spent on ride,travel
4706,remind me tomorrow to pay my bill at 12pm,reminders
4707,didn't get a call,reminders
4708,what is meant by partially cancelled,travel
4709,when the first bus is available from narasapur to eluru,travel
4710,want bed bugs service,support
4711,any good veg restaurant near by me,food
4712,i had paid a bill last night,recharge
4713,i want to book the flight ticket...banglore to patna,travel
4714,city gold motera,movies
4715,what is the best way to travel to goa?,travel
4716,i want to find the nearest hotel,travel
4717,sorry pls cancel,food
4718,no. pls reinstate. i don't want to cancel it.,travel
4719,water reminder,reminders
4720,the time was between 9 to 10,food
4721,i m supposed to get a cash back of rs. 100,recharge
4722,i am asking about bus,travel
4723,thanks... but don't want to wake up early on a sunday morning.. :-p,reminders
4724,no balance my account so i cant recharge,recharge
4725,i want cab from vadodara to ahmedabad,travel
4726,by wt time you will do web check,travel
4727,hdfc atm ka location  dijiye,nearby
4728,arvind nagar  press center,nearby
4729,spa or massage parlor,support
4730,need to g9 for hospital by  1 pm,reminders
4731,"can you help me anyone in bengaluru near bell road, sanjay nagar, or malleswaram ,who services hawkins pressure cookers",nearby
4732,can u tell the movie reviews of these movies..kittu unnadu jagratha...gunturodu...dwaraka..,movies
4733,schedule,reminders
4734,i m nt looking for train,travel
4735,cabpleasw ola,travel
4736,can u plz  wakup me at 5 o clock,reminders
4737,y not refund afflicable,recharge
4738,can you order one extravaganza regular veg pizza from dominos for me ?,food
4739,location of dominoes near about me,nearby
4740,cancel tkt,travel
4741,remind my accounts at 6.25 pm today,reminders
4742,malaka spice restaurant,food
4743,"		i would like to cancel my drink water reminder reminder for everyday at every 30 minutes from 10:00 am to 8:00 pm. { reminder_list: 592179, user_id: 1891350, task_name: drink_water, offset: 0, api_name: exotel }",reminders
4744,delete that alarm,reminders
4745,basketball coaching near my location,nearby
4746,"		i would like to cancel my wake up call for fri, 03 march at 06:00 am { reminder_list: 683082, user_id: 1977223, task_name: wakeup, offset: 0, api_name: exotel }",reminders
4747,of the train booked with you,travel
4748,plz ccancel this reminder,reminders
4749,can  u find any store named as kahanak located  at road number 1  banjara hills,nearby
4750,"i want to know availability and fare in ac chair car (cc) in train number 12011{product_id:12011_ndls_klk,api_name:trains_api}",travel
4751,just remind me 8:50pm today,reminders
4752,s3 / 16 means,travel
4753,multi cuisine restaurants in lower parel for businesses meeting,food
4754,12.00 everyday to study,reminders
4755,i need bank of baroda,nearby
4756,8 glasses a day,reminders
4757,"		i would like to cancel my wake up call for mon, 06 march at 05:56 am { reminder_list: 721656, user_id: 1984839, task_name: wakeup, offset: 0, api_name: exotel }",reminders
4758,trains list,travel
4759,thanks buddy..can u also send me the railway availability from mumbai to hyd,travel
4760,2 hours interval,reminders
4761,"		i would like to cancel my wake up call for everyday at 05:30 am { reminder_list: 670108, user_id: 1971170, task_name: wakeup, offset: 0, api_name: exotel }",reminders
4762,"		i would like to cancel my drink water reminder reminder for fri, 03 march at every 1 hour from 10:00 am to 8:00 pm. { reminder_list: 693025-693026-693027-693028-693029, user_id: 1979731, task_name: drink_water, offset: 0, api_name: exotel }",reminders
4763,is there thammbi,food
4764,can train tickets be booked through wallet balance,travel
4765,how much is the charge for laptop repair,support
4766,sorry plz change after one hour 30 min upadate it,reminders
4767,dahiser to aslfa,travel
4768,i was looking for some desserts,food
4769,can you help me book cab at 11 pm,travel
4770,find near by hotel,travel
4771,want address of baba food mall,nearby
4772,zone fresh 10 mg,reminders
4773,"		i would like to cancel my `wish laalasa happy birthday!` reminder for tue, 04 april at 11:00 am { reminder_list: 631623, user_id: 1961281, task_name: birthday, offset: 0, api_name: exotel }",reminders
4774,show the list of my pending reminders,reminders
4775,phone recharge,recharge
4776,remind me every 2 hours,reminders
4777,specially the electricity bill,recharge
4778,can you help me in return ticket,travel
4779,"		i would like to cancel my drink water reminder reminder for everyday at every 2 hours from 10:00 am to 8:00 pm. { reminder_list: 684295, user_id: 1802390, task_name: drink_water, offset: 0, api_name: exotel }",reminders
4780,looks like the prices have expired. can you please show me cabs again?,travel
4781,show me more,travel
4782,i want any summercamp near magadi road,nearby
4783,can you remind me by 10 30,reminders
4784,i want to book at rs 999,travel
4785,do u provide cab for outstation too,travel
4786,81568 93105,travel
4787,broadband and phone bill,recharge
4788,is there any cash back in train booking,travel
4789,can uh place n order in dominos,food
4790,"date: march 3, 2017	time: 3 41 pm",reminders
4791,thank you for reminding,reminders
4792,mode of payment while booking a ride who wil select?,travel
4793,650 i go to dehli,travel
4794,cash deposit machine,nearby
4795,can i get any discount today for logan movie for one ticket,movies
4796,hill station near hyderabad,travel
4797,do these atms dispense cash?,nearby
4798,idbi bank,nearby
4799,today 8:45pm,reminders
4800,can tell me the route,travel
4801,plz remove wake up alarm for tomorrow,reminders
4802,timings please,travel
4803,can you help me with place to stay near kamathipura mumbai,travel
4804,please show me trains from hwh to dhn for sleeper (sl) on 10-03-2017.,travel
4805,"i would like to cancel my reminder to 'tell apurva to buy macbook for me' for wed, 01 march at 07:00 pm { reminder_list: 668958, user_id: 1143596, task_name: other, offset: 0, api_name: exotel }",reminders
4806,"wake me up at 6 in the morning today,  thanks.",reminders
4807,leh,travel
4808,please send me schedule of gsrtc,travel
4809,delhi rohilla railway station,travel
4810,what about 8 am,reminders
4811,nearest school,nearby
4812,mysore to madhurai,travel
4813,opthalmologist near me?,nearby
4814,"please show me one way flights from mumbai to kolkata 		onward date - 22 april",travel
4815,wake up call 7am today,reminders
4816,bookcab,travel
4817,"i would like to cancel my wake up call for sat, 04 march at 08:27 pm { reminder_list: 711278, user_id: 1983519, task_name: wakeup, offset: 0, api_name: exotel }",reminders
4818,i had requested for the reminder,reminders
4819,show me cheapest flights for 24th apr.{722071},travel
4820,possible for menu,food
4821,star theater show timings,movies
4822,nope it's a restaurant,nearby
4823,"		hi, i want to book uberpool {product_id:ed5e79f0-c124-4377-89eb-511cbdeb5fe2, api_name:uber, product_name:uberpool, seat_count:none}",travel
4824,do u like watching movies,movies
4825,ok ok i want hit movies 2016,movies
4826,this application is not giving me water reminders,reminders
4827,which cab,travel
4828,i want out station cabs,travel
4829,any update,travel
4830,i have already used ola. but never booked using haptik.,travel
4831,on 6th march,food
4832,please help me with udyan express platform number at dadar station,travel
4833,my destination is indrapuram,travel
4834,mulsi agro tourism,travel
4835,need a table for 4,recharge
4836,every 2hours from 10 am to 10 pm,reminders
4837,any tamil movies released this weekend,movies
4838,switch off my reminders,reminders
4839,bokaro steel city to dhanabad,travel
4840,3 bottles,reminders
4841,"mumbai to goa 	date 15 april	return 31 may	for 1 passenger",travel
4842,"		i would like to cancel my wake up call for sat, 04 march at 05:00 am { reminder_list: 698609, user_id: 972176, task_name: wakeup, offset: 0, api_name: exotel }",reminders
4843,medium class restaurant in rajajinagar only vegetarian,travel
4844,flight for goa on 14 th march 2017 from delhi,travel
4845,i i'll book the ticket within one hour..want to conform with friends,movies
4846,is there any offer for vodafone postpaid bills,recharge
4847,hey i need tatkal ticket for the same,travel
4848,please remind me every thursday morning at 11am over taking medicine vitamin d,reminders
4849,call reminder plz,reminders
4850,from secunderabad to mumbai,travel
4851,any atm with cash,nearby
4852,i want 2 ride going and after some time to come here vadagoan,travel
4853,andhra bank,food
4854,please remind me to add bank details of movers and packers tomorrow 6pm,reminders
4855,and 2 child seates also,travel
4856,"		i would like to cancel my drink water reminder reminder for everyday at every 30 minutes from 10:00 am to 8:00 pm. { reminder_list: 694312, user_id: 1941380, task_name: drink_water, offset: 0, api_name: exotel }",reminders
4857,date can be any date,reminders
4858,please check my pnr status,travel
4859,can you let me know if there is some service locally available which can fix my led tv on a wall mounting near my location,support
4860,for 10th from coimbatore to tuty,travel
4861,"		i would like to cancel my drink water reminder reminder for everyday at every 30 minutes from 10:00 am to 8:00 pm. { reminder_list: 727634, user_id: 1986907, task_name: drink_water, offset: 0, api_name: exotel }",reminders
