movie_title,director_name,color,duration,actor_1_name,language,country,title_year
Our Brand Is Crisis,David Gordon Green,Color,107,Dominic Flores,English,USA,2015
Pride and Prejudice and Zombies,Burr Steers,Color,108,Matt Smith,English,USA,2016
Kundun,Martin Scorsese,Color,134,Tenzin Thuthob Tsarong,English,USA,1997
How to Lose Friends & Alienate People,Robert B. Weide,Color,110,James Corden,English,UK,2008
Kick-Ass 2,Jeff Wadlow,Color,103,Chloë Grace Moretz,English,USA,2013
Captain Alatriste: The Spanish Musketeer,Agustín Díaz Yanes,Color,145,Viggo Mortensen,Spanish,Spain,2006
Brick Mansions,Camille Delamarre,Color,100,Paul Walker,English,France,2014
Octopussy,John Glen,Color,131,Louis Jourdan,English,UK,1983
Knocked Up,Judd Apatow,Color,133,Harold Ramis,English,USA,2007
My Sister's Keeper,Nick Cassavetes,Color,109,Jason Patric,English,USA,2009
A Passage to India,David Lean,Color,164,Richard Wilson,English,UK,1984
Notes on a Scandal,Richard Eyre,Color,92,Phil Davis,English,UK,2006
Rendition,Gavin Hood,Color,122,J.K. Simmons,English,USA,2007
Limitless,,Color,42,Colin Salmon,English,USA,
Star Trek VI: The Undiscovered Country,Nicholas Meyer,Color,110,Leonard Nimoy,English,USA,1991
Divine Secrets of the Ya-Ya Sisterhood,Callie Khouri,Color,116,Ellen Burstyn,English,USA,2002
The Jungle Book,Jon Favreau,Color,106,Scarlett Johansson,English,UK,2016
Kiss the Girls,Gary Fleder,Color,115,Morgan Freeman,English,USA,1997
The Blues Brothers,John Landis,Color,148,John Belushi,English,USA,1980
The Sisterhood of the Traveling Pants 2,Sanaa Hamri,Color,119,America Ferrera,English,USA,2008
Joyful Noise,Todd Graff,Color,118,Dolly Parton,English,USA,2012
About a Boy,Chris Weitz,Color,101,Sharon Small,English,UK,2002
Lake Placid,Steve Miner,Color,82,Oliver Platt,English,USA,1999
Lucky Number Slevin,Paul McGuigan,Color,110,Bruce Willis,English,Germany,2006
The Right Stuff,Philip Kaufman,Color,193,Dennis Quaid,English,USA,1983
Anonymous,Roland Emmerich,Color,130,Vanessa Redgrave,English,UK,2011
The NeverEnding Story,Wolfgang Petersen,Color,94,Gerald McRaney,English,West Germany,1984
Dark City,Alex Proyas,Color,111,Rufus Sewell,English,Australia,1998
The Duchess,Saul Dibb,Color,110,Dominic Cooper,English,UK,2008
The Honeymooners,, Black and White,30,Jackie Gleason,English,USA,
Return to Oz,Walter Murch,Color,109,Piper Laurie,English,UK,1985
The Newton Boys,Richard Linklater,Color,123,Matthew McConaughey,English,USA,1998
Case 39,Christian Alvart,Color,109,Bradley Cooper,English,USA,2009
Suspect Zero,E. Elias Merhige,Color,99,Harry Lennix,English,USA,2004
Martian Child,Menno Meyjes,Color,106,Oliver Platt,English,USA,2007
Spy Kids: All the Time in the World in 4D,Robert Rodriguez,Color,89,Alexa PenaVega,English,USA,2011
Money Monster,Jodie Foster,Color,98,Julia Roberts,English,USA,2016
Formula 51,Ronny Yu,Color,93,Meat Loaf,English,UK,2001
Flawless,Joel Schumacher,Color,112,Robert De Niro,English,USA,1999
Mindhunters,Renny Harlin,Color,101,LL Cool J,English,USA,2004
What Just Happened,Barry Levinson,Color,104,Robert De Niro,English,USA,2008
The Statement,Norman Jewison, Black and White,120,Charlotte Rampling,English,Canada,2003
The Magic Flute,Kenneth Branagh,Color,135,Kim-Marie Woodhouse,English,France,2006
Paul Blart: Mall Cop,Steve Carr,Color,91,Erick Avari,English,USA,2009
Freaky Friday,Mark Waters,Color,97,Jamie Lee Curtis,English,USA,2003
The 40-Year-Old Virgin,Judd Apatow,Color,133,Steve Carell,English,USA,2005
Shakespeare in Love,John Madden,Color,123,Tom Wilkinson,English,USA,1998
A Walk Among the Tombstones,Scott Frank,Color,114,Liam Neeson,English,USA,2014
Kindergarten Cop,Ivan Reitman,Color,111,Richard Tyson,English,USA,1990
Pineapple Express,David Gordon Green,Color,117,James Franco,English,USA,2008
Ever After: A Cinderella Story,Andy Tennant,Color,121,Anjelica Huston,English,USA,1998
Open Range,Kevin Costner,Color,139,Robert Duvall,English,USA,2003
Flatliners,Joel Schumacher,Color,115,Julia Roberts,English,USA,1990
It's Always Sunny in Philadelphia,,Color,22,Rob McElhenney,English,USA,
A Bridge Too Far,Richard Attenborough, Black and White,175,Ryan O'Neal,English,USA,1977
Red Eye,Wes Craven,Color,85,Robert Pine,English,USA,2005
Final Destination 2,David R. Ellis,Color,90,Sarah Carter,English,USA,2003
Legion,Scott Stewart,Color,100,Dennis Quaid,English,USA,2010
Pain & Gain,Michael Bay,Color,129,Dwayne Johnson,English,USA,2013
In Good Company,Paul Weitz,Color,109,Scarlett Johansson,English,USA,2004
Clockstoppers,Jonathan Frakes,Color,94,Michael Biehn,English,USA,2002
Silverado,Lawrence Kasdan,Color,133,Scott Glenn,English,USA,1985
Brothers,Jim Sheridan,Color,105,Natalie Portman,English,USA,2009
Agent Cody Banks 2: Destination London,Kevin Allen,Color,100,Daniel Roebuck,English,USA,2004
New Year's Eve,Garry Marshall,Color,113,Robert De Niro,English,USA,2011
Original Sin,Michael Cristofer,Color,118,Angelina Jolie Pitt,English,France,2001
The Raven,James McTeigue,Color,110,Pam Ferris,English,USA,2012
Welcome to Mooseport,Donald Petrie,Color,110,Rip Torn,English,USA,2004
Highlander: The Final Dimension,Andrew Morahan,Color,99,Christopher Lambert,English,Canada,1994
Blood and Wine,Bob Rafelson,Color,101,Harold Perrineau,English,USA,1996
Snow White: A Tale of Terror,Michael Cohn,Color,100,David Conrad,English,USA,1997
The Curse of the Jade Scorpion,Woody Allen,Color,103,Woody Allen,English,USA,2001
Accidental Love,David O. Russell,Color,100,Jake Gyllenhaal,English,USA,2015
Flipper,Alan Shapiro,Color,95,Paul Hogan,English,USA,1996
Self/less,Tarsem Singh,Color,117,Ryan Reynolds,English,USA,2015
The Constant Gardener,Fernando Meirelles,Color,129,Archie Panjabi,English,UK,2005
The Passion of the Christ,Mel Gibson,Color,120,Christo Jivkov,Aramaic,USA,2004
Mrs. Doubtfire,Chris Columbus,Color,125,Robin Williams,English,USA,1993
Rain Man,Barry Levinson,Color,133,Tom Cruise,English,USA,1988
Gran Torino,Clint Eastwood,Color,116,Clint Eastwood,English,USA,2008
W.,Oliver Stone,Color,129,Toby Jones,English,USA,2008
Taken,Pierre Morel,Color,93,Liam Neeson,English,France,2008
The Best of Me,Michael Hoffman,Color,118,Luke Bracey,English,USA,2014
The Bodyguard,Mick Jackson,Color,129,Bill Cobbs,English,USA,1992
Schindler's List,Steven Spielberg, Black and White,185,Liam Neeson,English,USA,1993
The Help,Tate Taylor,Color,146,Emma Stone,English,USA,2011
The Fifth Estate,Bill Condon,Color,128,Benedict Cumberbatch,English,USA,2013
Scooby-Doo 2: Monsters Unleashed,Raja Gosnell,Color,93,Sarah Michelle Gellar,English,USA,2004
Viy,Oleg Stepchenko,Color,107,Jason Flemyng,Russian,Russia,2014
Freddy vs. Jason,Ronny Yu,Color,97,Katharine Isabelle,English,USA,2003
The Face of an Angel,Michael Winterbottom,Color,101,Cara Delevingne,English,UK,2014
Jimmy Neutron: Boy Genius,John A. Davis,Color,82,Martin Short,English,USA,2001
Cloverfield,Matt Reeves,Color,85,Mike Vogel,English,USA,2008
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Michael Pressman,Color,88,Kevin Nash,English,USA,1991
The Untouchables,Brian De Palma,Color,119,Robert De Niro,English,USA,1987
No Country for Old Men,Ethan Coen,Color,122,Kelly Macdonald,English,USA,2007
Ride Along,Tim Story,Color,99,Bruce McGill,English,USA,2014
Bridget Jones's Diary,Sharon Maguire,Color,97,Colin Firth,English,UK,2001
Chocolat,Lasse Hallström,Color,121,Lena Olin,English,UK,2000
Parental Guidance,Andy Fickman,Color,105,Bailee Madison,English,USA,2012
No Strings Attached,Ivan Reitman,Color,108,Natalie Portman,English,USA,2011
Tombstone,George P. Cosmatos,Color,134,Michael Biehn,English,USA,1993
Romeo Must Die,Andrzej Bartkowiak,Color,115,Jet Li,English,USA,2000
The Omen,Richard Donner,Color,107,Lee Remick,English,UK,1976
Final Destination 3,James Wong,Color,86,Chelan Simmons,English,Germany,2006
The Lucky One,Scott Hicks,Color,101,Blythe Danner,English,USA,2012
Bridge to Terabithia,Gabor Csupo,Color,96,Josh Hutcherson,English,USA,2007
Finding Neverland,Marc Forster,Color,101,Johnny Depp,English,USA,2004
A Madea Christmas,Tyler Perry,Color,100,Alicia Witt,English,USA,2013
The Grey,Joe Carnahan,Color,117,Liam Neeson,English,USA,2011
Hide and Seek,John Polson,Color,101,Robert De Niro,English,USA,2005
Anchorman: The Legend of Ron Burgundy,Adam McKay,Color,98,Darcy Donavan,English,USA,2004
Goodfellas,Martin Scorsese,Color,146,Robert De Niro,English,USA,1990
Agent Cody Banks,Harald Zwart,Color,102,Daniel Roebuck,English,USA,2003
Nanny McPhee,Kirk Jones,Color,97,Colin Firth,English,USA,2005
Scarface,Brian De Palma,Color,142,Al Pacino,English,USA,1983
Nothing to Lose,Steve Oedekerk,Color,98,Kelly Preston,English,USA,1997
The Last Emperor,Bernardo Bertolucci,Color,219,Cary-Hiroyuki Tagawa,English,China,1987
Contraband,Baltasar Kormákur,Color,109,J.K. Simmons,English,USA,2012
Money Talks,Brett Ratner,Color,97,Heather Locklear,English,USA,1997
There Will Be Blood,Paul Thomas Anderson,Color,158,Jim Meskimen,English,USA,2007
The Wild Thornberrys Movie,Cathy Malkasian,Color,85,Alfre Woodard,English,USA,2002
Rugrats Go Wild,John Eng,Color,80,Elizabeth Daily,English,USA,2003
Undercover Brother,Malcolm D. Lee,Color,86,Dave Chappelle,English,USA,2002
The Sisterhood of the Traveling Pants,Ken Kwapis,Color,119,Mike Vogel,English,USA,2005
Kiss of the Dragon,Chris Nahon,Color,98,Jet Li,English,France,2001
The House Bunny,Fred Wolf,Color,97,Emma Stone,English,USA,2008
Beauty Shop,Bille Woodruff,Color,105,Alfre Woodard,English,USA,2005
Million Dollar Arm,Craig Gillespie,Color,124,Jon Hamm,English,USA,2014
The Giver,Phillip Noyce, Black and White,97,Jeff Bridges,English,South Africa,2014
What a Girl Wants,Dennie Gordon,Color,105,Colin Firth,English,USA,2003
Jeepers Creepers II,Victor Salva,Color,104,Nicki Aycox,English,USA,2003
Good Luck Chuck,Mark Helfrich,Color,101,Dane Cook,English,USA,2007
Cradle 2 the Grave,Andrzej Bartkowiak,Color,101,Jet Li,English,USA,2003
The Hours,Stephen Daldry,Color,114,Meryl Streep,English,USA,2002
She's the Man,Andy Fickman,Color,105,Channing Tatum,English,USA,2006
Mr. Bean's Holiday,Steve Bendelack,Color,90,Lily Atkinson,English,UK,2007
Anacondas: The Hunt for the Blood Orchid,Dwight H. Little,Color,97,Nicholas Gonzalez,English,USA,2004
Blood Ties,Guillaume Canet,Color,144,Mila Kunis,English,France,2013
August Rush,Kirsten Sheridan,Color,114,Robin Williams,English,USA,2007
Elizabeth,Shekhar Kapur,Color,124,Fanny Ardant,English,UK,1998
Bride of Chucky,Ronny Yu,Color,89,Alexis Arquette,English,Canada,1998
Tora! Tora! Tora!,Richard Fleischer,Color,160,Joseph Cotten,English,Japan,1970
Spice World,Bob Spiers,Color,93,Jason Flemyng,English,UK,1997
The Sitter,David Gordon Green,Color,87,Ari Graynor,English,USA,2011
Dance Flick,Damien Dante Wayans,Color,88,Damon Wayans Jr.,English,USA,2009
The Shawshank Redemption,Frank Darabont,Color,142,Morgan Freeman,English,USA,1994
Crocodile Dundee in Los Angeles,Simon Wincer,Color,92,Jere Burns,English,Australia,2001
Kingpin,Bobby Farrelly,Color,117,Bill Murray,English,USA,1996
The Gambler,Rupert Wyatt,Color,111,George Kennedy,English,USA,2014
August: Osage County,John Wells,Color,121,Benedict Cumberbatch,English,USA,2013
Ice Princess,Tim Fywell,Color,98,Connie Ray,English,USA,2005
A Lot Like Love,Nigel Cole,Color,107,Aimee Garcia,English,USA,2005
Eddie the Eagle,Dexter Fletcher,Color,106,Hugh Jackman,English,UK,2016
He Got Game,Spike Lee,Color,136,Denzel Washington,English,USA,1998
Don Juan DeMarco,Jeremy Leven,Color,97,Johnny Depp,English,USA,1994
Shaun the Sheep,,Color,7,Justin Fletcher,English,UK,
Dear John,Lasse Hallström,,108,Channing Tatum,English,USA,2010
The Losers,Sylvain White,Color,97,Chris Evans,English,USA,2010
Don't Be Afraid of the Dark,Troy Nixey,Color,99,Bailee Madison,English,USA,2010
War,Philip G. Atwell,Color,103,Jason Statham,English,USA,2007
Punch-Drunk Love,Paul Thomas Anderson,Color,95,Adam Sandler,English,USA,2002
EuroTrip,Jeff Schaffer,Color,93,Matt Damon,English,USA,2004
Half Past Dead,Don Michael Paul,Color,98,Claudia Christian,English,Germany,2002
Unaccompanied Minors,Paul Feig,Color,90,Tyler James Williams,English,USA,2006
The Adventures of Pinocchio,Steve Barron,Color,90,Martin Landau,Italian,UK,1996
The Greatest Game Ever Played,Bill Paxton,Color,120,Stephen Dillane,English,USA,2005
The Box,Richard Kelly,Color,115,Frank Langella,English,USA,2009
The Ruins,Carter Smith,Color,93,Laura Ramsey,English,USA,2008
The Next Best Thing,John Schlesinger,Color,99,Mark Valley,English,USA,2000
My Soul to Take,Wes Craven,Color,107,Frank Grillo,English,USA,2010
The Girl Next Door,Luke Greenfield,Color,110,Chris Marquette,English,USA,2004
Maximum Risk,Ringo Lam,Color,101,Natasha Henstridge,English,USA,1996
Stealing Harvard,Bruce McCulloch,Color,85,Martin Starr,English,USA,2002
Legend,Brian Helgeland,Color,132,Tom Hardy,English,UK,2015
Hot Rod,Akiva Schaffer,Color,88,Sissy Spacek,English,USA,2007
Shark Night 3D,David R. Ellis,Color,90,Chris Zylka,English,USA,2011
Angela's Ashes,Alan Parker,Color,145,Emily Watson,English,USA,1999
Draft Day,Ivan Reitman,Color,110,Jennifer Garner,English,USA,2014
Lifeforce,Tobe Hooper,Color,101,Frank Finlay,English,UK,1985
The Powerpuff Girls,,Color,30,Elizabeth Daily,English,USA,
The Conspirator,Robert Redford,Color,122,Robin Wright,English,USA,2010
Lords of Dogtown,Catherine Hardwicke,Color,107,Heath Ledger,English,USA,2005
The 33,Patricia Riggen,Color,127,Marco Treviño,English,Chile,2015
Big Trouble in Little China,John Carpenter,Color,99,Victor Wong,English,USA,1986
A Perfect Plan,Pascal Chaumeil,Color,104,Dany Boon,French,France,2012
Warrior,Gavin O'Connor,Color,140,Tom Hardy,English,USA,2011
Michael Collins,Neil Jordan, Black and White,133,Alan Rickman,English,UK,1996
Gettysburg,Ron Maxwell,Color,271,Tom Berenger,English,USA,1993
Stop-Loss,Kimberly Peirce,Color,112,Joseph Gordon-Levitt,English,USA,2008
Abandon,Stephen Gaghan,Color,99,Charlie Hunnam,English,USA,2002
Brokedown Palace,Jonathan Kaplan,Color,100,John Doe,English,USA,1999
The Possession,Ole Bornedal,Color,92,Kyra Sedgwick,English,USA,2012
Mrs. Winterbourne,Richard Benjamin,Color,105,Brendan Fraser,English,USA,1996
Straw Dogs,Rod Lurie,Color,110,Alexander Skarsgård,English,USA,2011
The Hoax,Lasse Hallström,Color,116,Hope Davis,English,USA,2006
Stone Cold,Craig R. Baxley,Color,88,Brian Bosworth,English,USA,1991
The Road,John Hillcoat,Color,111,Viggo Mortensen,English,USA,2009
Sheena,John Guillermin,Color,117,Tanya Roberts,English,UK,1984
Underclassman,Marcos Siega,Color,95,Cheech Marin,English,USA,2005
Say It Isn't So,J.B. Rogers,Color,95,Eddie Cibrian,English,USA,2001
The World's Fastest Indian,Roger Donaldson,Color,127,Anthony Hopkins,English,New Zealand,2005
Snakes on a Plane,David R. Ellis,Color,105,Lin Shaye,English,Germany,2006
Tank Girl,Rachel Talalay,Color,104,Naomi Watts,English,USA,1995
King's Ransom,Jeffrey W. Byrd,Color,95,Donald Faison,English,USA,2005
Blindness,Fernando Meirelles,Color,121,Don McKellar,English,Canada,2008
BloodRayne,Uwe Boll,Color,92,Meat Loaf,English,USA,2005
Carnage,Roman Polanski,Color,80,Kate Winslet,English,France,2011
Where the Truth Lies,Atom Egoyan,Color,107,Colin Firth,English,Canada,2005
Cirque du Soleil: Worlds Away,Andrew Adamson,Color,91,Dallas Barnett,English,USA,2012
Without Limits,Robert Towne,Color,117,Billy Burke,English,USA,1998
Me and Orson Welles,Richard Linklater,Color,107,Zoe Kazan,English,UK,2008
The Best Offer,Giuseppe Tornatore,Color,131,Jim Sturgess,English,Italy,2013
Bad Lieutenant: Port of Call New Orleans,Werner Herzog,Color,122,Nicolas Cage,English,USA,2009
A Turtle's Tale: Sammy's Adventures,Ben Stassen,Color,88,Ed Begley Jr.,English,France,2010
Little White Lies,Guillaume Canet,Color,134,François Cluzet,French,France,2010
Love Ranch,Taylor Hackford,Color,117,Scout Taylor-Compton,English,USA,2010
The True Story of Puss'N Boots,Jérôme Deschamps,Color,80,Yolande Moreau,English,France,2009
Space Dogs,Inna Evlannikova,Color,85,Sergey Garmash,Russian,Russia,2010
The Counselor,Ridley Scott,Color,138,Michael Fassbender,English,USA,2013
Ironclad,Jonathan English,Color,121,Jason Flemyng,English,UK,2011
Waterloo,Sergey Bondarchuk,Color,134,Rod Steiger,English,Italy,1970
Kung Fu Killer,Teddy Chan,Color,100,Siu-Wong Fan,Cantonese,China,2014
Red Sky,Mario Van Peebles,,100,Martin Kove,English,USA,2014
Dangerous Liaisons,Stephen Frears,Color,119,Keanu Reeves,English,USA,1988
On the Road,Walter Salles,Color,137,Kristen Stewart,English,France,2012
Star Trek IV: The Voyage Home,Leonard Nimoy,Color,119,Leonard Nimoy,English,USA,1986
Rocky Balboa,Sylvester Stallone,Color,139,Sylvester Stallone,English,USA,2006
Point Break,Ericson Core,Color,114,Ray Winstone,English,USA,2015
Scream 2,Wes Craven,Color,120,Omar Epps,English,USA,1997
Jane Got a Gun,Gavin O'Connor,Color,98,Natalie Portman,English,USA,2016
Think Like a Man Too,Tim Story,Color,106,Romany Malco,English,USA,2014
The Whole Nine Yards,Jonathan Lynn,Color,98,Bruce Willis,English,USA,2000
Footloose,Herbert Ross,Color,107,Dianne Wiest,English,USA,1984
Old School,Todd Phillips,Color,88,Will Ferrell,English,USA,2003
The Fisher King,Terry Gilliam,Color,137,Jeff Bridges,English,USA,1991
I Still Know What You Did Last Summer,Danny Cannon,Color,100,Muse Watson,English,USA,1998
Return to Me,Bonnie Hunt,Color,115,Minnie Driver,English,USA,2000
Zack and Miri Make a Porno,Kevin Smith,Color,101,Gerry Bednob,English,USA,2008
Nurse Betty,Neil LaBute,Color,110,Morgan Freeman,English,Germany,2000
The Men Who Stare at Goats,Grant Heslov,Color,94,Kevin Spacey,English,USA,2009
Double Take,George Gallo,Color,88,Daniel Roebuck,English,USA,2001
Win a Date with Tad Hamilton!,Robert Luketic,Color,95,Topher Grace,English,USA,2004
Muppets from Space,Tim Hill,Color,87,Josh Charles,English,USA,1999
The Wiz,Sidney Lumet,Color,118,Lena Horne,English,USA,1978
Ready to Rumble,Brian Robbins,Color,107,Oliver Platt,English,USA,2000
Play It to the Bone,Ron Shelton,Color,124,Willie Garson,English,USA,1999
I Don't Know How She Does It,Douglas McGrath,Color,89,Olivia Munn,English,USA,2011
Piranha 3D,Alexandre Aja,Color,88,Adam Scott,English,USA,2010
Beyond the Sea,Kevin Spacey, Black and White,118,Kevin Spacey,English,USA,2004
Meet the Deedles,Steve Boyum,Color,93,Paul Walker,English,USA,1998
The Princess and the Cobbler,Richard Williams,Color,80,Donald Pleasence,English,UK,1993
The Bridge of San Luis Rey,Mary McGuckian,Color,120,Robert De Niro,English,UK,2004
Faster,George Tillman Jr.,Color,98,Dwayne Johnson,English,USA,2010
Howl's Moving Castle,Hayao Miyazaki,Color,119,Christian Bale,Japanese,Japan,2004
Zombieland,Ruben Fleischer,Color,88,Emma Stone,English,USA,2009
King Kong,Peter Jackson,Color,201,Naomi Watts,English,New Zealand,2005
The Waterboy,Frank Coraci, Black and White,90,Adam Sandler,English,USA,1998
Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,Color,127,Harrison Ford,English,USA,1980
