year,category,winner,nominee,detail
1977,Outstanding Achievement In Costume Design For A Drama Or Comedy Series,0,The Quest,NBC
1977,Outstanding Achievement In Costume Design For A Drama Special,0,Beauty and The Beast Hallmark Hall of Fame,NBC
1977,Outstanding Achievement In Costume Design For A Drama Special,1,Eleanor and Franklin:  The White House Years ABC T,ABC
1977,Outstanding Achievement In Costume Design For A Drama Special,0,The Man in the Iron Mask A Bell System Special,NBC
1977,Outstanding Achievement In Coverage Of Special Events,0,48th Annual Oscar Awards,ABC
1977,Outstanding Achievement In Coverage Of Special Events,0,Miss Universe Beauty Pageant,CBS
1977,Outstanding Achievement In Coverage Of Special Events,1,The 28th Annual Emmy Awards,ABC
1977,Outstanding Achievement In Coverage Of Special Events,1,The 28th Annual Emmy Awards,ABC
1977,Outstanding Achievement In Coverage Of Special Events,0,30th Annual Tony Awards,ABC
1977,Outstanding Achievement In Coverage Of Special Events,0,48th Annual Oscar Awards,ABC
1977,Outstanding Achievement In Coverage Of Special Events,0,Grammy Awards Show,CBS
1977,Outstanding Achievement In Coverage Of Special Events,0,The 28th Annual Emmy Awards,ABC
1977,Outstanding Achievement In Coverage Of Special Events,0,The Good Old Days of Radio,PBS
1977,Outstanding Achievement In Film Sound Editing For A Special,0,Eleanor and Franklin:  The White House Years ABC T,ABC
1977,Outstanding Achievement In Film Sound Editing For A Special,1,Raid on Entebbe The Big Event,NBC
1977,Outstanding Achievement In Film Sound Editing For A Special,0,The Boy In The Plastic Bubble The ABC Friday Night,ABC
1977,Outstanding Achievement In Film Sound Editing For A Special,0,The Quest NBC Thursday Night At The Movies,NBC
1977,Outstanding Achievement In Film Sound Mixing,0,Eleanor and Franklin:  The White House Years ABC T,ABC
1977,Outstanding Achievement In Film Sound Mixing,0,Roots,ABC
1977,Outstanding Achievement In Film Sound Mixing,0,Roots,ABC
1977,Outstanding Achievement In Film Sound Mixing,0,Roots,ABC
1977,Outstanding Achievement In Film Sound Mixing,0,Roots,ABC
1977,Outstanding Achievement In Film Sound Mixing,1,The Savage Bees NBC Monday Night at the Movies,NBC
1977,Outstanding Achievement In Graphic Design And Title Sequences,0,Previn and the Pittsburgh,PBS
1977,Outstanding Achievement In Graphic Design And Title Sequences,0,The Moneychangers NBC Saturday Night at the Movies,NBC
1977,Outstanding Achievement In Graphic Design And Title Sequences,0,Visions,PBS
1977,Outstanding Achievement In Lighting Direction,0,The Adams Chronicles,PBS
1977,Outstanding Achievement In Lighting Direction,0,The Adams Chronicles,PBS
1977,Outstanding Achievement In Lighting Direction,1,The Dorothy Hamill Special,ABC
1977,Outstanding Achievement In Lighting Direction,0,The Neil Diamond Special,NBC
1977,Outstanding Achievement In Lighting Direction,0,Visions,PBS
1977,Outstanding Achievement In Tape Sound Mixing,1,John Denver and Friend,ABC
1977,Outstanding Achievement In Tape Sound Mixing,0,Police Story,NBC
1977,Outstanding Achievement In Tape Sound Mixing,0,The Adams Chronicles,PBS
1977,Outstanding Achievement In Tape Sound Mixing,0,The American Music Awards,ABC
1977,Outstanding Achievement In Make-Up,0,An Evening with Diana Ross The Big Event,NBC
1977,Outstanding Achievement In Make-Up,0,Beauty and The Beast Hallmark Hall of Fame,NBC
1977,Outstanding Achievement In Make-Up,1,Eleanor and Franklin:  The White House Years ABC T,ABC
1977,Outstanding Achievement In Make-Up,0,Harry S. Truman:  Plain Speaking,PBS
1977,Outstanding Achievement In Make-Up,0,The Million Dollar Rip-Off NBC World Premiere Movi,NBC
1977,Outstanding Achievement In Music Direction,1,America Salutes Richard Rodgers:  The Sound of His,CBS
1977,Outstanding Achievement In Music Direction,0,Bronk,CBS
1977,Outstanding Achievement In Music Direction,0,New York Philharmonic:  Rafael Kubelik Live From L,PBS
1977,Outstanding Achievement In Music Direction,0,Previn and the Pittsburgh,PBS
1977,Outstanding Achievement In Music Direction,0,Sills and Burnett at the Met,CBS
1977,Outstanding Achievement In Video Tape Editing For A Series,0,C.P.O. Sharkey,NBC
1977,Outstanding Achievement In Video Tape Editing For A Series,0,Meeting of Minds,PBS
1977,Outstanding Achievement In Video Tape Editing For A Series,0,Police Story,NBC
1977,Outstanding Achievement In Video Tape Editing For A Series,1,Visions,PBS
1977,Outstanding Art Direction Or Scenic Design For A Comedy Series,0,All In the Family,CBS
1977,Outstanding Art Direction Or Scenic Design For A Comedy Series,1,Fish,ABC
1977,Outstanding Art Direction Or Scenic Design For A Comedy Series,0,Maude,CBS
1977,Outstanding Art Direction Or Scenic Design For A Comedy Series,0,Mr. T. & Tina,ABC
1977,Outstanding Art Direction Or Scenic Design For A Comedy Series,0,Sirota's Court,NBC
1977,Outstanding Art Direction Or Scenic Design For A Drama Series,0,Captains and The Kings NBC's Best Seller,NBC
1977,Outstanding Art Direction Or Scenic Design For A Drama Series,0,Roots,ABC
1977,Outstanding Art Direction Or Scenic Design For A Drama Series,0,Roots,ABC
1977,Outstanding Art Direction Or Scenic Design For A Drama Series,0,The Adams Chronicles,PBS
1977,Outstanding Art Direction Or Scenic Design For A Drama Series,1,The Pallisers,PBS
1977,Outstanding Classical Program In The Performing Arts,0,American Ballet Theatre Dance in America Great Per,PBS
1977,Outstanding Classical Program In The Performing Arts,1,American Ballet Theatre:  Swan Lake Live From Linc,PBS
1977,Outstanding Classical Program In The Performing Arts,0,Arthur Rubinstein at 90 Great Performances,PBS
1977,Outstanding Classical Program In The Performing Arts,0,Martha Graham Dance Company Dance in America Great,PBS
1977,Outstanding Classical Program In The Performing Arts,0,The Bolshoi Ballet:  Romeo and Juliet,CBS
1977,Outstanding Directing In A Comedy,0,NBC's Saturday Night,NBC
1977,Outstanding Directing In A Comedy,1,The Carol Burnett Show,CBS
1977,Outstanding Directing In A Comedy,0,Van Dyke and Company,NBC
1977,Outstanding Film Editing In A Comedy Series,0,M*A*S*H,CBS
1977,Outstanding Film Editing In A Comedy Series,1,The Mary Tyler Moore Show,CBS
1977,Outstanding Film Editing In A Drama Series,1,Roots,ABC
1977,Outstanding Lead Actor For A Single Appearance In A Drama Or Comedy Series,0,BEN VEREEN,Roots
1977,Outstanding Lead Actor For A Single Appearance In A Drama Or Comedy Series,0,Levar Burton,Roots
1977,Outstanding Lead Actor For A Single Appearance In A Drama Or Comedy Series,0,John Amos,Roots
1977,Outstanding Lead Actor For A Single Appearance In A Drama Or Comedy Series,1,Louis Gossett Jr.,Roots
1977,Outstanding Lead Actress For A Single Appearance In A Drama Or Comedy Series,0,Susan Blakely,Rich Man/Poor Man-Book II
1977,Outstanding Lead Actress For A Single Appearance In A Drama Or Comedy Series,0,MADGE SINCLAIR,Roots
1977,Outstanding Lead Actress For A Single Appearance In A Drama Or Comedy Series,0,Leslie Uggams,Roots
1977,Outstanding Lead Actress For A Single Appearance In A Drama Or Comedy Series,0,Jessica Walter,The Streets of San Francisco
1977,Outstanding Lead Actress For A Single Appearance In A Drama Or Comedy Series,1,Beulah Bondi,The Waltons
1977,Outstanding Performance By A Supporting Actor In A Comedy Or Drama Special,0,Mark Harmon,Eleanor and Franklin:  The White House Years ABC T
1977,Outstanding Performance By A Supporting Actor In A Comedy Or Drama Special,0,Walter McGinn,Eleanor and Franklin:  The White House Years ABC T
1977,Outstanding Performance By A Supporting Actor In A Comedy Or Drama Special,0,Martin Balsam,Raid on Entebbe The Big Event
1977,Outstanding Performance By A Supporting Actor In A Comedy Or Drama Special,0,Yaphet Kotto,Raid on Entebbe The Big Event
1977,Outstanding Performance By A Supporting Actor In A Comedy Or Drama Special,1,Burgess Meredith,Tail Gunner Joe The Big Event
1977,Outstanding Performance By A Supporting Actress In A Comedy Or Drama Special,0,Susan Oliver,Amelia Earhart NBC Monday Night At The Movies
1977,Outstanding Performance By A Supporting Actress In A Comedy Or Drama Special,0,Rosemary Murphy,Eleanor and Franklin:  The White House Years ABC T
1977,Outstanding Performance By A Supporting Actress In A Comedy Or Drama Special,0,Patricia Neal,Tail Gunner Joe The Big Event
1977,Outstanding Performance By A Supporting Actress In A Comedy Or Drama Special,1,Diana Hyland,The Boy In The Plastic Bubble The ABC Friday Night
1977,Outstanding Performance By A Supporting Actress In A Comedy Or Drama Special,0,Ruth Gordon,The Great Houdinis The ABC Friday Night Movie
1977,Outstanding Single Performance By A Supporting Actor In A Comedy Or Drama Series,0,Charles Durning,Captains and The Kings NBC's Best Seller
1977,Outstanding Single Performance By A Supporting Actor In A Comedy Or Drama Series,0,Robert Reed,Roots
1977,Outstanding Single Performance By A Supporting Actor In A Comedy Or Drama Series,0,Ralph Waite,Roots
1977,Outstanding Single Performance By A Supporting Actor In A Comedy Or Drama Series,0,Moses Gunn,Roots
1977,Outstanding Single Performance By A Supporting Actor In A Comedy Or Drama Series,1,Edward Asner,Roots
1977,Outstanding Single Performance By A Supporting Actress In A Comedy Or Drama Series,0,Nancy Walker,Rhoda
1977,Outstanding Single Performance By A Supporting Actress In A Comedy Or Drama Series,0,Sandy Duncan,Roots
1977,Outstanding Single Performance By A Supporting Actress In A Comedy Or Drama Series,0,Cicely Tyson,Roots
1977,Outstanding Single Performance By A Supporting Actress In A Comedy Or Drama Series,1,Olivia Cole,Roots
1977,Outstanding Single Performance By A Supporting Actress In A Comedy Or Drama Series,0,EILEEN HECKART,The Mary Tyler Moore Show
1977,Outstanding Writing In A Special Program,0,A Circle of Children,CBS
1977,Outstanding Writing In A Special Program,0,Harry S. Truman:  Plain Speaking,PBS
1977,Outstanding Writing In A Special Program,0,Judge Horton and The Scottsboro Boys NBC World Pre,NBC
1977,Outstanding Writing In A Special Program,1,Sybil The Big Event,NBC
1977,Outstanding Writing In A Special Program,0,The Man In the Iron Mask The Bell Systems Presents,NBC
1977,Outstanding Writing In A Special Program,0,Eleanor and Franklin:  The White House Years ABC T,ABC
1977,Outstanding Writing In A Special Program,0,Raid on Entebbe The Big Event,NBC
1977,Outstanding Writing In A Special Program,1,Tail Gunner Joe The Big Event,NBC
1977,Outstanding Writing In A Special Program,0,The Boy In The Plastic Bubble The ABC Friday Night,ABC
1977,Outstanding Writing In A Special Program,0,Victory at Entebbe,ABC
1977,Special Classification Of Outstanding Individual Achievement,0,Life Goes To The Movies The Big Event,NBC
1977,Special Classification Of Outstanding Individual Achievement,0,Nancy Drew/Hardy Boys Mysteries,ABC
1977,Special Classification Of Outstanding Individual Achievement,1,The First Fifty Years The Big Event,NBC
1977,Special Classification Of Outstanding Individual Achievement,1,The First Fifty Years The Big Event,NBC
1978,Outstanding Lead Actor In A Drama Or Comedy Special,1,Fred Astaire,A Family Upside Down
1978,Outstanding Lead Actor In A Drama Or Comedy Special,1,Michael Moriarty,Holocaust
1978,Outstanding Lead Actor In A Drama Or Comedy Special,0,Fritz Weaver,Holocaust
1978,Outstanding Lead Actor In A Drama Or Comedy Special,0,James Stacy,Just A Little Inconvenience
1978,Outstanding Lead Actor In A Drama Or Comedy Special,0,Alan Alda,Kill Me if you Can
1978,Outstanding Lead Actor In A Drama Or Comedy Special,0,Paul Winfield,King
1978,Outstanding Lead Actor In A Drama Or Comedy Special,0,Hal Holbrook,Our Town Bell System
1978,Outstanding Lead Actor In A Drama Or Comedy Special,0,Martin Sheen,Taxi!!! Hallmark Hall of Fame
1978,Outstanding Lead Actor In A Drama Or Comedy Special,0,Hal Holbrook,The Awakening Land
1978,Outstanding Lead Actor In A Drama Or Comedy Special,0,Jason Robards,Washington:  Behind Closed Doors
1978,Outstanding Lead Actress In A Drama Or Comedy Special,0,Helen Hayes,A Family Upside Down
1978,Outstanding Lead Actress In A Drama Or Comedy Special,1,Meryl Streep,Holocaust
1978,Outstanding Lead Actress In A Drama Or Comedy Special,0,Rosemary Harris,Holocaust
1978,Outstanding Lead Actress In A Drama Or Comedy Special,0,Cicely Tyson,King
1978,Outstanding Lead Actress In A Drama Or Comedy Special,0,Sada Thompson,Our Town Bell System
1978,Outstanding Lead Actress In A Drama Or Comedy Special,1,JOANNE WOODWARD,See How She Runs GE Theater
1978,Outstanding Lead Actress In A Drama Or Comedy Special,0,Eva Marie Saint,Taxi!!! Hallmark Hall of Fame
1978,Outstanding Lead Actress In A Drama Or Comedy Special,0,Elizabeth Montgomery,The Awakening Land
1978,Outstanding Lead Actress In A Drama Or Comedy Special,0,Maureen Stapleton,The Gathering
1978,Outstanding Lead Actress In A Drama Or Comedy Special,0,Lee Remick,Wheels
1978,Outstanding Lead Actor In A Comedy Series,1,Carroll O'Connor,All In the Family
1978,Outstanding Lead Actor In A Comedy Series,0,Hal Linden,Barney Miller
1978,Outstanding Lead Actor In A Comedy Series,0,Henry Winkler,Happy Days
1978,Outstanding Lead Actor In A Comedy Series,0,Alan Alda,M*A*S*H
1978,Outstanding Lead Actor In A Comedy Series,0,John Ritter,Three's Company
1978,Outstanding Lead Actor In A Drama Series,0,PETER FALK,Columbo
1978,Outstanding Lead Actor In A Drama Series,0,James Broderick,Family
1978,Outstanding Lead Actor In A Drama Series,1,Edward Asner,Lou Grant
1978,Outstanding Lead Actor In A Drama Series,0,Jack Klugman,Quincy
1978,Outstanding Lead Actor In A Drama Series,0,James Garner,Rockford Files
1978,Outstanding Lead Actor In A Drama Series,0,Ralph Waite,The Waltons
1978,Outstanding Lead Actress In A Comedy Series,1,Jean Stapleton,All In the Family
1978,Outstanding Lead Actress In A Comedy Series,0,Beatrice Arthur,Maude
1978,Outstanding Lead Actress In A Comedy Series,0,Valerie Harper,Rhoda
1978,Outstanding Lead Actress In A Comedy Series,0,Katherine Helmond,Soap
1978,Outstanding Lead Actress In A Comedy Series,0,Cathryn Damon,Soap
1978,Outstanding Lead Actress In A Comedy Series,0,SUZANNE PLESHETTE,The Bob Newhart Show
1978,Outstanding Lead Actress In A Drama Series,0,Kate Jackson,Charlie's Angel
1978,Outstanding Lead Actress In A Drama Series,1,Sada Thompson,Family
1978,Outstanding Lead Actress In A Drama Series,0,Fionnula Flanagan,How The West Was Won
1978,Outstanding Lead Actress In A Drama Series,0,Susan Sullivan,Julie Farr/M.D.
1978,Outstanding Lead Actress In A Drama Series,0,Melissa Sue Anderson,Little House on the Prairie
1978,Outstanding Lead Actress In A Drama Series,0,Michael Learned,The Waltons
1978,Outstanding Art Direction For A Dramatic Special,0,It Happened One Christmas,ABC
1978,Outstanding Art Direction For A Dramatic Special,0,Our Town Bell System,NBC
1978,Outstanding Art Direction For A Dramatic Special,0,The Bastard,SYN
1978,Outstanding Art Direction For A Dramatic Special,0,The Gathering,ABC
1978,Outstanding Art Direction For A Dramatic Special,1,Ziefeld:  The Man and His Women,NBC
1978,Outstanding Art Direction For A Comedy-Variety Or Music Series,0,Donny and Marie,ABC
1978,Outstanding Art Direction For A Comedy-Variety Or Music Series,0,How to Survive the 70s and Maybe Even Bump into Ha,CBS
